Volatility 3 Framework 2.28.1

Offset	Record Type	Record Number	Link Count	MFT Type	Permissions	Attribute Type	Created	Modified	Updated	Accessed	Filename
* 0x2ca80de0	FILE	22259	2	File	Archive	FILE_NAME	2017-01-29 02:58:46.000000 UTC	2017-01-29 02:58:46.000000 UTC	2017-01-29 02:58:46.000000 UTC	2017-01-29 02:58:46.000000 UTC	WI29EB~1.CAT
0x2ca81050	FILE	3084	1	DirInUse	N/A	STANDARD_INFORMATION	2011-04-12 08:17:52.000000 UTC	2015-04-24 20:25:09.000000 UTC	2017-01-29 03:12:52.000000 UTC	2015-04-24 20:25:09.000000 UTC	N/A
* 0x2ca810b0	FILE	3084	1	DirInUse	0x0	FILE_NAME	2017-01-29 02:58:25.000000 UTC	2017-01-29 02:58:25.000000 UTC	2017-01-29 02:58:25.000000 UTC	2017-01-29 02:58:25.000000 UTC	en-US
0x2ca81450	FILE	3085	1	DirInUse	N/A	STANDARD_INFORMATION	2009-07-14 03:20:10.000000 UTC	2017-02-01 04:49:35.000000 UTC	2017-02-01 04:49:35.000000 UTC	2017-02-01 04:49:35.000000 UTC	N/A
* 0x2ca814b0	FILE	3085	1	DirInUse	0x0	FILE_NAME	2017-01-29 02:58:25.000000 UTC	2017-01-29 02:58:25.000000 UTC	2017-01-29 02:58:25.000000 UTC	2017-01-29 02:58:25.000000 UTC	catroot
0x2ca81850	FILE	3086	2	DirInUse	N/A	STANDARD_INFORMATION	2009-07-14 05:10:54.000000 UTC	2009-07-14 05:10:54.000000 UTC	2017-01-29 03:12:52.000000 UTC	2009-07-14 05:10:54.000000 UTC	N/A
* 0x2ca818b0	FILE	3086	2	DirInUse	0x0	FILE_NAME	2017-01-29 02:58:25.000000 UTC	2017-01-29 02:58:25.000000 UTC	2017-01-29 02:58:25.000000 UTC	2017-01-29 02:58:25.000000 UTC	{127D0~1
* 0x2ca81920	FILE	3086	2	DirInUse	0x0	FILE_NAME	2017-01-29 02:58:25.000000 UTC	2017-01-29 02:58:25.000000 UTC	2017-01-29 02:58:25.000000 UTC	2017-01-29 02:58:25.000000 UTC	{127D0A1D-4EF2-11D1-8608-00C04FC295EE}
0x2ca81c50	FILE	3087	2	DirInUse	N/A	STANDARD_INFORMATION	2009-07-14 03:20:10.000000 UTC	2017-02-01 04:49:35.000000 UTC	2017-02-01 04:49:35.000000 UTC	2017-02-01 04:49:35.000000 UTC	N/A
* 0x2ca81cb0	FILE	3087	2	DirInUse	0x0	FILE_NAME	2017-01-29 02:58:25.000000 UTC	2017-01-29 02:58:25.000000 UTC	2017-01-29 02:58:25.000000 UTC	2017-01-29 02:58:25.000000 UTC	{F750E~1
* 0x2ca81d20	FILE	3087	2	DirInUse	0x0	FILE_NAME	2017-01-29 02:58:25.000000 UTC	2017-01-29 02:58:25.000000 UTC	2017-01-29 02:58:25.000000 UTC	2017-01-29 02:58:25.000000 UTC	{F750E6C3-38EE-11D1-85E5-00C04FC295EE}
0x2ca82050	FILE	23800	2	File	N/A	STANDARD_INFORMATION	2015-04-24 20:12:59.000000 UTC	2013-10-12 18:06:18.000000 UTC	2017-01-29 02:58:51.000000 UTC	2015-04-24 20:12:59.000000 UTC	N/A
* 0x2ca820b0	FILE	23800	2	File	Archive	FILE_NAME	2017-01-29 02:58:48.000000 UTC	2017-01-29 02:58:48.000000 UTC	2017-01-29 02:58:48.000000 UTC	2017-01-29 02:58:48.000000 UTC	Package_for_KB2862152_SP1~31bf3856ad364e35~amd64~~6.1.1.1.cat
* 0x2ca82188	FILE	23800	2	File	Archive	FILE_NAME	2017-01-29 02:58:48.000000 UTC	2017-01-29 02:58:48.000000 UTC	2017-01-29 02:58:48.000000 UTC	2017-01-29 02:58:48.000000 UTC	PA2165~1.CAT
0x2ca82450	FILE	23801	2	File	N/A	STANDARD_INFORMATION	2015-04-24 20:12:59.000000 UTC	2013-10-12 18:06:17.000000 UTC	2017-01-29 02:58:51.000000 UTC	2015-04-24 20:12:59.000000 UTC	N/A
* 0x2ca824b0	FILE	23801	2	File	Archive	FILE_NAME	2017-01-29 02:58:48.000000 UTC	2017-01-29 02:58:48.000000 UTC	2017-01-29 02:58:48.000000 UTC	2017-01-29 02:58:48.000000 UTC	Package_for_KB2862152~31bf3856ad364e35~amd64~~6.1.1.1.cat
* 0x2ca82580	FILE	23801	2	File	Archive	FILE_NAME	2017-01-29 02:58:48.000000 UTC	2017-01-29 02:58:48.000000 UTC	2017-01-29 02:58:48.000000 UTC	2017-01-29 02:58:48.000000 UTC	PAE821~1.CAT
0x2ca82850	FILE	23802	2	File	N/A	STANDARD_INFORMATION	2015-04-24 20:12:59.000000 UTC	2013-10-12 18:06:17.000000 UTC	2017-01-29 02:58:51.000000 UTC	2015-04-24 20:12:59.000000 UTC	N/A
* 0x2ca828b0	FILE	23802	2	File	Archive	FILE_NAME	2017-01-29 02:58:48.000000 UTC	2017-01-29 02:58:48.000000 UTC	2017-01-29 02:58:48.000000 UTC	2017-01-29 02:58:48.000000 UTC	Package_for_KB2862152~31bf3856ad364e35~amd64~~6.1.1.1.cat
* 0x2ca82980	FILE	23802	2	File	Archive	FILE_NAME	2017-01-29 02:58:48.000000 UTC	2017-01-29 02:58:48.000000 UTC	2017-01-29 02:58:48.000000 UTC	2017-01-29 02:58:48.000000 UTC	PAE821~1.CAT
0x2ca82c50	FILE	23803	2	File	N/A	STANDARD_INFORMATION	2015-04-24 20:13:03.000000 UTC	2013-11-27 15:46:01.000000 UTC	2017-01-29 02:58:51.000000 UTC	2015-04-24 20:13:03.000000 UTC	N/A
* 0x2ca82cb0	FILE	23803	2	File	Archive	FILE_NAME	2017-01-29 02:58:48.000000 UTC	2017-01-29 02:58:48.000000 UTC	2017-01-29 02:58:48.000000 UTC	2017-01-29 02:58:48.000000 UTC	Package_for_KB2862330_RTM~31bf3856ad364e35~amd64~~6.1.2.0.cat
* 0x2ca82d88	FILE	23803	2	File	Archive	FILE_NAME	2017-01-29 02:58:48.000000 UTC	2017-01-29 02:58:48.000000 UTC	2017-01-29 02:58:48.000000 UTC	2017-01-29 02:58:48.000000 UTC	PAE4F6~1.CAT
0x2ca84050	FILE	21928	2	File	N/A	STANDARD_INFORMATION	2015-04-24 20:19:43.000000 UTC	2015-04-24 20:19:43.000000 UTC	2017-01-29 02:58:48.000000 UTC	2015-04-24 20:19:43.000000 UTC	N/A
* 0x2ca840b0	FILE	21928	2	File	Archive	FILE_NAME	2017-01-29 02:58:34.000000 UTC	2017-01-29 02:58:34.000000 UTC	2017-01-29 02:58:34.000000 UTC	2017-01-29 02:58:34.000000 UTC	C5D353~1.CAT
* 0x2ca84128	FILE	21928	2	File	Archive	FILE_NAME	2017-01-29 02:58:34.000000 UTC	2017-01-29 02:58:34.000000 UTC	2017-01-29 02:58:34.000000 UTC	2017-01-29 02:58:34.000000 UTC	c5d3535937e3b3e04de5011a2a4610368b952feb90659d5d9f39c36baf821d5f.cat
0x2ca84450	FILE	21929	2	File	N/A	STANDARD_INFORMATION	2015-04-24 20:19:45.000000 UTC	2014-09-12 08:06:24.000000 UTC	2017-01-29 02:58:48.000000 UTC	2015-04-24 20:19:45.000000 UTC	N/A
* 0x2ca844b0	FILE	21929	2	File	Archive	FILE_NAME	2017-01-29 02:58:34.000000 UTC	2017-01-29 02:58:34.000000 UTC	2017-01-29 02:58:34.000000 UTC	2017-01-29 02:58:34.000000 UTC	Package_49_for_KB2984972~31bf3856ad364e35~amd64~~6.1.1.4.cat
* 0x2ca84588	FILE	21929	2	File	Archive	FILE_NAME	2017-01-29 02:58:34.000000 UTC	2017-01-29 02:58:34.000000 UTC	2017-01-29 02:58:34.000000 UTC	2017-01-29 02:58:34.000000 UTC	PA02E9~1.CAT
0x2ca84850	FILE	21930	2	File	N/A	STANDARD_INFORMATION	2015-04-24 20:19:45.000000 UTC	2014-09-12 08:06:24.000000 UTC	2017-01-29 02:58:48.000000 UTC	2015-04-24 20:19:45.000000 UTC	N/A
* 0x2ca848b0	FILE	21930	2	File	Archive	FILE_NAME	2017-01-29 02:58:34.000000 UTC	2017-01-29 02:58:34.000000 UTC	2017-01-29 02:58:34.000000 UTC	2017-01-29 02:58:34.000000 UTC	Package_49_for_KB2984972~31bf3856ad364e35~amd64~~6.1.1.4.cat
* 0x2ca84988	FILE	21930	2	File	Archive	FILE_NAME	2017-01-29 02:58:34.000000 UTC	2017-01-29 02:58:34.000000 UTC	2017-01-29 02:58:34.000000 UTC	2017-01-29 02:58:34.000000 UTC	PA02E9~1.CAT
0x2ca84c50	FILE	21931	2	File	N/A	STANDARD_INFORMATION	2015-04-24 20:14:23.000000 UTC	2015-04-24 20:14:23.000000 UTC	2017-01-29 02:58:48.000000 UTC	2015-04-24 20:14:23.000000 UTC	N/A
* 0x2ca84cb0	FILE	21931	2	File	Archive	FILE_NAME	2017-01-29 02:58:34.000000 UTC	2017-01-29 02:58:34.000000 UTC	2017-01-29 02:58:34.000000 UTC	2017-01-29 02:58:34.000000 UTC	C61903~1.CAT
* 0x2ca84d28	FILE	21931	2	File	Archive	FILE_NAME	2017-01-29 02:58:34.000000 UTC	2017-01-29 02:58:34.000000 UTC	2017-01-29 02:58:34.000000 UTC	2017-01-29 02:58:34.000000 UTC	c619037ff4773ac2e0a9866e59e866acbeb77094c90366c6bb5133b1296393f5.cat
0x2ca85050	FILE	19872	2	File	N/A	STANDARD_INFORMATION	2015-04-24 20:13:37.000000 UTC	2015-04-24 20:13:37.000000 UTC	2017-01-29 02:58:46.000000 UTC	2015-04-24 20:13:37.000000 UTC	N/A
* 0x2ca850b0	FILE	19872	2	File	Archive	FILE_NAME	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	27EAC3~1.CAT
* 0x2ca85128	FILE	19872	2	File	Archive	FILE_NAME	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	27eac3125a4bd58ccf0ef37417e6fe66a5ca9f7557d6d52e820bc83d95a9c085.cat
0x2ca85450	FILE	19873	2	File	N/A	STANDARD_INFORMATION	2015-04-24 20:13:38.000000 UTC	2011-03-12 01:09:18.000000 UTC	2017-01-29 02:58:46.000000 UTC	2015-04-24 20:13:38.000000 UTC	N/A
* 0x2ca854b0	FILE	19873	2	File	Archive	FILE_NAME	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	Package_28_for_KB982018~31bf3856ad364e35~amd64~~6.1.3.2.cat
* 0x2ca85580	FILE	19873	2	File	Archive	FILE_NAME	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	PA4A16~1.CAT
0x2ca85850	FILE	19874	2	File	N/A	STANDARD_INFORMATION	2015-04-24 20:13:38.000000 UTC	2011-03-12 01:09:18.000000 UTC	2017-01-29 02:58:46.000000 UTC	2015-04-24 20:13:38.000000 UTC	N/A
* 0x2ca858b0	FILE	19874	2	File	Archive	FILE_NAME	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	Package_28_for_KB982018~31bf3856ad364e35~amd64~~6.1.3.2.cat
* 0x2ca85980	FILE	19874	2	File	Archive	FILE_NAME	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	PA4A16~1.CAT
0x2ca85c50	FILE	19875	2	File	N/A	STANDARD_INFORMATION	2015-04-24 20:06:27.000000 UTC	2015-04-24 20:06:27.000000 UTC	2017-01-29 02:58:46.000000 UTC	2015-04-24 20:06:27.000000 UTC	N/A
* 0x2ca85cb0	FILE	19875	2	File	Archive	FILE_NAME	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	2811FB~1.CAT
* 0x2ca85d28	FILE	19875	2	File	Archive	FILE_NAME	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	2811fb4815c9e78263fbc6f9762738d6d9acfc4543a24cc92b7112fbabc83ee1.cat
0x2ca86050	FILE	20396	2	File	N/A	STANDARD_INFORMATION	2011-04-12 08:16:33.000000 UTC	2011-04-12 08:16:33.000000 UTC	2017-01-29 02:58:46.000000 UTC	2011-04-12 08:17:08.000000 UTC	N/A
* 0x2ca860b0	FILE	20396	2	File	Archive	FILE_NAME	2017-01-29 02:58:33.000000 UTC	2017-01-29 02:58:33.000000 UTC	2017-01-29 02:58:33.000000 UTC	2017-01-29 02:58:33.000000 UTC	4F3A3A~1.CAT
* 0x2ca86128	FILE	20396	2	File	Archive	FILE_NAME	2017-01-29 02:58:33.000000 UTC	2017-01-29 02:58:33.000000 UTC	2017-01-29 02:58:33.000000 UTC	2017-01-29 02:58:33.000000 UTC	4f3a3a10bd163d96f6f19cebcf7172f26486d6502f3547c27c516da2625ffae1.cat
0x2ca86450	FILE	20397	2	File	N/A	STANDARD_INFORMATION	2010-11-21 03:23:05.000000 UTC	2010-11-20 21:29:54.000000 UTC	2017-01-29 02:58:46.000000 UTC	2010-11-21 03:23:05.000000 UTC	N/A
* 0x2ca864b0	FILE	20397	2	File	Archive	FILE_NAME	2017-01-29 02:58:33.000000 UTC	2017-01-29 02:58:33.000000 UTC	2017-01-29 02:58:33.000000 UTC	2017-01-29 02:58:33.000000 UTC	Microsoft-Windows-ParentalControls-Package~31bf3856ad364e35~amd64~en-US~6.1.7601.17514.cat
* 0x2ca865c0	FILE	20397	2	File	Archive	FILE_NAME	2017-01-29 02:58:33.000000 UTC	2017-01-29 02:58:33.000000 UTC	2017-01-29 02:58:33.000000 UTC	2017-01-29 02:58:33.000000 UTC	MIC749~1.CAT
0x2ca86850	FILE	20398	2	File	N/A	STANDARD_INFORMATION	2010-11-21 03:23:05.000000 UTC	2010-11-20 21:29:54.000000 UTC	2017-01-29 02:58:46.000000 UTC	2010-11-21 03:23:05.000000 UTC	N/A
* 0x2ca868b0	FILE	20398	2	File	Archive	FILE_NAME	2017-01-29 02:58:33.000000 UTC	2017-01-29 02:58:33.000000 UTC	2017-01-29 02:58:33.000000 UTC	2017-01-29 02:58:33.000000 UTC	Microsoft-Windows-ParentalControls-Package~31bf3856ad364e35~amd64~en-US~6.1.7601.17514.cat
* 0x2ca869c0	FILE	20398	2	File	Archive	FILE_NAME	2017-01-29 02:58:33.000000 UTC	2017-01-29 02:58:33.000000 UTC	2017-01-29 02:58:33.000000 UTC	2017-01-29 02:58:33.000000 UTC	MIC749~1.CAT
0x2ca86c50	FILE	20399	2	File	N/A	STANDARD_INFORMATION	2015-04-24 20:06:29.000000 UTC	2015-04-24 20:06:29.000000 UTC	2017-01-29 02:58:46.000000 UTC	2015-04-24 20:06:29.000000 UTC	N/A
* 0x2ca86cb0	FILE	20399	2	File	Archive	FILE_NAME	2017-01-29 02:58:33.000000 UTC	2017-01-29 02:58:33.000000 UTC	2017-01-29 02:58:33.000000 UTC	2017-01-29 02:58:33.000000 UTC	4F7184~1.CAT
* 0x2ca86d28	FILE	20399	2	File	Archive	FILE_NAME	2017-01-29 02:58:33.000000 UTC	2017-01-29 02:58:33.000000 UTC	2017-01-29 02:58:33.000000 UTC	2017-01-29 02:58:33.000000 UTC	4f718458511bdd1006b0b563650545156e1cc5f61630da5633d924c5b8dc4028.cat
0x2ca94050	FILE	23484	2	File	N/A	STANDARD_INFORMATION	2015-04-24 20:07:53.000000 UTC	2011-02-28 18:12:55.000000 UTC	2017-01-29 02:58:50.000000 UTC	2015-04-24 20:07:53.000000 UTC	N/A
* 0x2ca940b0	FILE	23484	2	File	Archive	FILE_NAME	2017-01-29 02:58:46.000000 UTC	2017-01-29 02:58:46.000000 UTC	2017-01-29 02:58:46.000000 UTC	2017-01-29 02:58:46.000000 UTC	Package_for_KB2515325~31bf3856ad364e35~amd64~~6.1.1.0.cat
* 0x2ca94180	FILE	23484	2	File	Archive	FILE_NAME	2017-01-29 02:58:46.000000 UTC	2017-01-29 02:58:46.000000 UTC	2017-01-29 02:58:46.000000 UTC	2017-01-29 02:58:46.000000 UTC	PAFC36~1.CAT
0x2ca94450	FILE	23485	2	File	N/A	STANDARD_INFORMATION	2015-04-24 20:07:56.000000 UTC	2011-05-16 20:53:51.000000 UTC	2017-01-29 02:58:50.000000 UTC	2015-04-24 20:07:56.000000 UTC	N/A
* 0x2ca944b0	FILE	23485	2	File	Archive	FILE_NAME	2017-01-29 02:58:46.000000 UTC	2017-01-29 02:58:46.000000 UTC	2017-01-29 02:58:46.000000 UTC	2017-01-29 02:58:46.000000 UTC	Package_for_KB2525835_RTM~31bf3856ad364e35~amd64~~6.1.1.2.cat
* 0x2ca94588	FILE	23485	2	File	Archive	FILE_NAME	2017-01-29 02:58:46.000000 UTC	2017-01-29 02:58:46.000000 UTC	2017-01-29 02:58:46.000000 UTC	2017-01-29 02:58:46.000000 UTC	PA6376~1.CAT
0x2ca94850	FILE	23486	2	File	N/A	STANDARD_INFORMATION	2015-04-24 20:07:56.000000 UTC	2011-05-16 20:53:51.000000 UTC	2017-01-29 02:58:50.000000 UTC	2015-04-24 20:07:56.000000 UTC	N/A
* 0x2ca948b0	FILE	23486	2	File	Archive	FILE_NAME	2017-01-29 02:58:46.000000 UTC	2017-01-29 02:58:46.000000 UTC	2017-01-29 02:58:46.000000 UTC	2017-01-29 02:58:46.000000 UTC	Package_for_KB2525835_RTM~31bf3856ad364e35~amd64~~6.1.1.2.cat
* 0x2ca94988	FILE	23486	2	File	Archive	FILE_NAME	2017-01-29 02:58:46.000000 UTC	2017-01-29 02:58:46.000000 UTC	2017-01-29 02:58:46.000000 UTC	2017-01-29 02:58:46.000000 UTC	PA6376~1.CAT
0x2ca94c50	FILE	23487	2	File	N/A	STANDARD_INFORMATION	2015-04-24 20:07:56.000000 UTC	2011-05-16 20:53:52.000000 UTC	2017-01-29 02:58:50.000000 UTC	2015-04-24 20:07:56.000000 UTC	N/A
* 0x2ca94cb0	FILE	23487	2	File	Archive	FILE_NAME	2017-01-29 02:58:46.000000 UTC	2017-01-29 02:58:46.000000 UTC	2017-01-29 02:58:46.000000 UTC	2017-01-29 02:58:46.000000 UTC	Package_for_KB2525835_SP1~31bf3856ad364e35~amd64~~6.1.1.2.cat
* 0x2ca94d88	FILE	23487	2	File	Archive	FILE_NAME	2017-01-29 02:58:46.000000 UTC	2017-01-29 02:58:46.000000 UTC	2017-01-29 02:58:46.000000 UTC	2017-01-29 02:58:46.000000 UTC	PA3D37~1.CAT
0x2cb00050	FILE	24548	2	File	N/A	STANDARD_INFORMATION	2015-04-24 20:06:31.000000 UTC	2013-02-01 18:37:22.000000 UTC	2017-01-29 02:58:51.000000 UTC	2015-04-24 20:06:31.000000 UTC	N/A
* 0x2cb000b0	FILE	24548	2	File	Archive	FILE_NAME	2017-01-29 02:58:49.000000 UTC	2017-01-29 02:58:49.000000 UTC	2017-01-29 02:58:49.000000 UTC	2017-01-29 02:58:49.000000 UTC	Win8IP-Microsoft-Windows-DownlevelApisets-WinIP-Package~31bf3856ad364e35~amd64~pt-BR~7.1.7601.16492.cat
* 0x2cb001d8	FILE	24548	2	File	Archive	FILE_NAME	2017-01-29 02:58:49.000000 UTC	2017-01-29 02:58:49.000000 UTC	2017-01-29 02:58:49.000000 UTC	2017-01-29 02:58:49.000000 UTC	WIE66F~1.CAT
0x2cb00450	FILE	24549	2	File	N/A	STANDARD_INFORMATION	2015-04-24 20:06:31.000000 UTC	2013-02-01 18:37:13.000000 UTC	2017-01-29 02:58:51.000000 UTC	2015-04-24 20:06:31.000000 UTC	N/A
* 0x2cb004b0	FILE	24549	2	File	Archive	FILE_NAME	2017-01-29 02:58:49.000000 UTC	2017-01-29 02:58:49.000000 UTC	2017-01-29 02:58:49.000000 UTC	2017-01-29 02:58:49.000000 UTC	Win8IP-Microsoft-Windows-DownlevelApisets-WinIP-Package~31bf3856ad364e35~amd64~pt-PT~7.1.7601.16492.cat
* 0x2cb005d8	FILE	24549	2	File	Archive	FILE_NAME	2017-01-29 02:58:49.000000 UTC	2017-01-29 02:58:49.000000 UTC	2017-01-29 02:58:49.000000 UTC	2017-01-29 02:58:49.000000 UTC	WIDE43~1.CAT
0x2cb00850	FILE	24550	2	File	N/A	STANDARD_INFORMATION	2015-04-24 20:06:31.000000 UTC	2013-02-01 18:37:13.000000 UTC	2017-01-29 02:58:51.000000 UTC	2015-04-24 20:06:31.000000 UTC	N/A
* 0x2cb008b0	FILE	24550	2	File	Archive	FILE_NAME	2017-01-29 02:58:49.000000 UTC	2017-01-29 02:58:49.000000 UTC	2017-01-29 02:58:49.000000 UTC	2017-01-29 02:58:49.000000 UTC	Win8IP-Microsoft-Windows-DownlevelApisets-WinIP-Package~31bf3856ad364e35~amd64~pt-PT~7.1.7601.16492.cat
* 0x2cb009d8	FILE	24550	2	File	Archive	FILE_NAME	2017-01-29 02:58:49.000000 UTC	2017-01-29 02:58:49.000000 UTC	2017-01-29 02:58:49.000000 UTC	2017-01-29 02:58:49.000000 UTC	WIDE43~1.CAT
0x2cb00c50	FILE	24551	2	File	N/A	STANDARD_INFORMATION	2015-04-24 20:06:31.000000 UTC	2013-02-01 18:37:21.000000 UTC	2017-01-29 02:58:51.000000 UTC	2015-04-24 20:06:31.000000 UTC	N/A
* 0x2cb00cb0	FILE	24551	2	File	Archive	FILE_NAME	2017-01-29 02:58:49.000000 UTC	2017-01-29 02:58:49.000000 UTC	2017-01-29 02:58:49.000000 UTC	2017-01-29 02:58:49.000000 UTC	Win8IP-Microsoft-Windows-DownlevelApisets-WinIP-Package~31bf3856ad364e35~amd64~ro-RO~7.1.7601.16492.cat
* 0x2cb00dd8	FILE	24551	2	File	Archive	FILE_NAME	2017-01-29 02:58:49.000000 UTC	2017-01-29 02:58:49.000000 UTC	2017-01-29 02:58:49.000000 UTC	2017-01-29 02:58:49.000000 UTC	WI20CA~1.CAT
0x2cb05050	FILE	19564	2	File	N/A	STANDARD_INFORMATION	2015-04-24 20:25:49.000000 UTC	2015-04-24 20:25:49.000000 UTC	2017-01-29 02:58:46.000000 UTC	2015-04-24 20:25:49.000000 UTC	N/A
* 0x2cb050b0	FILE	19564	2	File	Archive	FILE_NAME	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	0B4FC5~1.CAT
* 0x2cb05128	FILE	19564	2	File	Archive	FILE_NAME	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	0b4fc5a4248e4d78368a5c3b56fb62eb4b60a1cf59e70999163ea97003d24af9.cat
0x2cb05450	FILE	19565	2	File	N/A	STANDARD_INFORMATION	2015-04-24 20:25:52.000000 UTC	2015-04-03 18:18:45.000000 UTC	2017-01-29 02:58:46.000000 UTC	2015-04-24 20:25:52.000000 UTC	N/A
* 0x2cb054b0	FILE	19565	2	File	Archive	FILE_NAME	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	Package_1_for_KB3038314~31bf3856ad364e35~amd64~~11.2.1.0.cat
* 0x2cb05588	FILE	19565	2	File	Archive	FILE_NAME	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	PA34D4~1.CAT
0x2cb05850	FILE	19566	2	File	N/A	STANDARD_INFORMATION	2015-04-24 20:25:52.000000 UTC	2015-04-03 18:18:45.000000 UTC	2017-01-29 02:58:46.000000 UTC	2015-04-24 20:25:52.000000 UTC	N/A
* 0x2cb058b0	FILE	19566	2	File	Archive	FILE_NAME	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	Package_1_for_KB3038314~31bf3856ad364e35~amd64~~11.2.1.0.cat
* 0x2cb05988	FILE	19566	2	File	Archive	FILE_NAME	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	PA34D4~1.CAT
0x2cb05c50	FILE	19567	2	File	N/A	STANDARD_INFORMATION	2015-04-24 20:23:01.000000 UTC	2015-04-24 20:23:01.000000 UTC	2017-01-29 02:58:46.000000 UTC	2015-04-24 20:23:01.000000 UTC	N/A
* 0x2cb05cb0	FILE	19567	2	File	Archive	FILE_NAME	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	0B546B~1.CAT
* 0x2cb05d28	FILE	19567	2	File	Archive	FILE_NAME	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	0b546bc99df95784a91d3978c3b1ba987dbfc38069fbc6d2038f99dece2d1647.cat
0x2cb80050	FILE	24160	2	File	N/A	STANDARD_INFORMATION	2015-04-24 20:23:24.000000 UTC	2015-01-14 06:54:30.000000 UTC	2017-01-29 02:58:51.000000 UTC	2015-04-24 20:23:24.000000 UTC	N/A
* 0x2cb800b0	FILE	24160	2	File	Archive	FILE_NAME	2017-01-29 02:58:49.000000 UTC	2017-01-29 02:58:49.000000 UTC	2017-01-29 02:58:49.000000 UTC	2017-01-29 02:58:49.000000 UTC	Package_for_KB3021952~31bf3856ad364e35~amd64~~11.2.1.0.cat
* 0x2cb80180	FILE	24160	2	File	Archive	FILE_NAME	2017-01-29 02:58:49.000000 UTC	2017-01-29 02:58:49.000000 UTC	2017-01-29 02:58:49.000000 UTC	2017-01-29 02:58:49.000000 UTC	PAF0E5~1.CAT
0x2cb80450	FILE	24161	2	File	N/A	STANDARD_INFORMATION	2015-04-24 20:23:44.000000 UTC	2014-12-06 09:40:50.000000 UTC	2017-01-29 02:58:51.000000 UTC	2015-04-24 20:23:44.000000 UTC	N/A
* 0x2cb804b0	FILE	24161	2	File	Archive	FILE_NAME	2017-01-29 02:58:49.000000 UTC	2017-01-29 02:58:49.000000 UTC	2017-01-29 02:58:49.000000 UTC	2017-01-29 02:58:49.000000 UTC	Package_for_KB3022777_SP1~31bf3856ad364e35~amd64~~6.1.1.0.cat
* 0x2cb80588	FILE	24161	2	File	Archive	FILE_NAME	2017-01-29 02:58:49.000000 UTC	2017-01-29 02:58:49.000000 UTC	2017-01-29 02:58:49.000000 UTC	2017-01-29 02:58:49.000000 UTC	PA2784~1.CAT
0x2cb80850	FILE	24162	2	File	N/A	STANDARD_INFORMATION	2015-04-24 20:23:44.000000 UTC	2014-12-06 09:40:50.000000 UTC	2017-01-29 02:58:51.000000 UTC	2015-04-24 20:23:44.000000 UTC	N/A
* 0x2cb808b0	FILE	24162	2	File	Archive	FILE_NAME	2017-01-29 02:58:49.000000 UTC	2017-01-29 02:58:49.000000 UTC	2017-01-29 02:58:49.000000 UTC	2017-01-29 02:58:49.000000 UTC	Package_for_KB3022777_SP1~31bf3856ad364e35~amd64~~6.1.1.0.cat
