Volatility 3 Framework 2.28.0

PID	Process	Block	Variable	Value
2744	StikyNot.exe	0x331070	TMP	C:\Users\JOHNDO~1\AppData\Local\Temp
2744	StikyNot.exe	0x331070	USERDOMAIN	WIN-ETSA91RKCFP
2744	StikyNot.exe	0x331070	USERNAME	John Doe
2744	StikyNot.exe	0x331070	USERPROFILE	C:\Users\John Doe
2744	StikyNot.exe	0x331070	windir	C:\Windows
2772	iexplore.exe	0x2c10b8	ALLUSERSPROFILE	C:\ProgramData
2772	iexplore.exe	0x2c10b8	APPDATA	C:\Users\John Doe\AppData\Roaming
2772	iexplore.exe	0x2c10b8	CommonProgramFiles	C:\Program Files\Common Files
2772	iexplore.exe	0x2c10b8	COMPUTERNAME	WIN-ETSA91RKCFP
2772	iexplore.exe	0x2c10b8	ComSpec	C:\Windows\system32\cmd.exe
2772	iexplore.exe	0x2c10b8	FP_NO_HOST_CHECK	NO
2772	iexplore.exe	0x2c10b8	HOMEDRIVE	C:
2772	iexplore.exe	0x2c10b8	HOMEPATH	\Users\John Doe
2772	iexplore.exe	0x2c10b8	LOCALAPPDATA	C:\Users\John Doe\AppData\Local
2772	iexplore.exe	0x2c10b8	LOGONSERVER	\\WIN-ETSA91RKCFP
2772	iexplore.exe	0x2c10b8	NUMBER_OF_PROCESSORS	1
2772	iexplore.exe	0x2c10b8	OS	Windows_NT
2772	iexplore.exe	0x2c10b8	Path	C:\Program Files\Internet Explorer;;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\
2772	iexplore.exe	0x2c10b8	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
2772	iexplore.exe	0x2c10b8	PROCESSOR_ARCHITECTURE	x86
2772	iexplore.exe	0x2c10b8	PROCESSOR_IDENTIFIER	x86 Family 6 Model 23 Stepping 6, GenuineIntel
2772	iexplore.exe	0x2c10b8	PROCESSOR_LEVEL	6
2772	iexplore.exe	0x2c10b8	PROCESSOR_REVISION	1706
2772	iexplore.exe	0x2c10b8	ProgramData	C:\ProgramData
2772	iexplore.exe	0x2c10b8	ProgramFiles	C:\Program Files
2772	iexplore.exe	0x2c10b8	PSModulePath	C:\Windows\system32\WindowsPowerShell\v1.0\Modules\
2772	iexplore.exe	0x2c10b8	PUBLIC	C:\Users\Public
2772	iexplore.exe	0x2c10b8	SESSIONNAME	Console
2772	iexplore.exe	0x2c10b8	SystemDrive	C:
2772	iexplore.exe	0x2c10b8	SystemRoot	C:\Windows
2772	iexplore.exe	0x2c10b8	TEMP	C:\Users\JOHNDO~1\AppData\Local\Temp
2772	iexplore.exe	0x2c10b8	TMP	C:\Users\JOHNDO~1\AppData\Local\Temp
2772	iexplore.exe	0x2c10b8	USERDOMAIN	WIN-ETSA91RKCFP
2772	iexplore.exe	0x2c10b8	USERNAME	John Doe
2772	iexplore.exe	0x2c10b8	USERPROFILE	C:\Users\John Doe
2772	iexplore.exe	0x2c10b8	windir	C:\Windows
2900	SearchIndexer.	0x280ff0	ALLUSERSPROFILE	C:\ProgramData
2900	SearchIndexer.	0x280ff0	APPDATA	C:\Windows\system32\config\systemprofile\AppData\Roaming
2900	SearchIndexer.	0x280ff0	CommonProgramFiles	C:\Program Files\Common Files
2900	SearchIndexer.	0x280ff0	COMPUTERNAME	WIN-ETSA91RKCFP
2900	SearchIndexer.	0x280ff0	ComSpec	C:\Windows\system32\cmd.exe
2900	SearchIndexer.	0x280ff0	FP_NO_HOST_CHECK	NO
2900	SearchIndexer.	0x280ff0	LOCALAPPDATA	C:\Windows\system32\config\systemprofile\AppData\Local
2900	SearchIndexer.	0x280ff0	NUMBER_OF_PROCESSORS	1
2900	SearchIndexer.	0x280ff0	OS	Windows_NT
2900	SearchIndexer.	0x280ff0	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\system32
2900	SearchIndexer.	0x280ff0	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
2900	SearchIndexer.	0x280ff0	PROCESSOR_ARCHITECTURE	x86
2900	SearchIndexer.	0x280ff0	PROCESSOR_IDENTIFIER	x86 Family 6 Model 23 Stepping 6, GenuineIntel
2900	SearchIndexer.	0x280ff0	PROCESSOR_LEVEL	6
2900	SearchIndexer.	0x280ff0	PROCESSOR_REVISION	1706
2900	SearchIndexer.	0x280ff0	ProgramData	C:\ProgramData
2900	SearchIndexer.	0x280ff0	ProgramFiles	C:\Program Files
2900	SearchIndexer.	0x280ff0	PSModulePath	C:\Windows\system32\WindowsPowerShell\v1.0\Modules\
2900	SearchIndexer.	0x280ff0	PUBLIC	C:\Users\Public
2900	SearchIndexer.	0x280ff0	SystemDrive	C:
2900	SearchIndexer.	0x280ff0	SystemRoot	C:\Windows
2900	SearchIndexer.	0x280ff0	TEMP	C:\ProgramData\Microsoft\Search\Data\Temp\usgthrsvc
2900	SearchIndexer.	0x280ff0	TMP	C:\ProgramData\Microsoft\Search\Data\Temp\usgthrsvc
2900	SearchIndexer.	0x280ff0	USERDOMAIN	WORKGROUP
2900	SearchIndexer.	0x280ff0	USERNAME	WIN-ETSA91RKCFP$
2900	SearchIndexer.	0x280ff0	USERPROFILE	C:\Windows\system32\config\systemprofile
2900	SearchIndexer.	0x280ff0	windir	C:\Windows
3352	svchost.exe	0x5f1068	ALLUSERSPROFILE	C:\ProgramData
3352	svchost.exe	0x5f1068	APPDATA	C:\Windows\ServiceProfiles\LocalService\AppData\Roaming
3352	svchost.exe	0x5f1068	CommonProgramFiles	C:\Program Files\Common Files
3352	svchost.exe	0x5f1068	COMPUTERNAME	WIN-ETSA91RKCFP
3352	svchost.exe	0x5f1068	ComSpec	C:\Windows\system32\cmd.exe
3352	svchost.exe	0x5f1068	FP_NO_HOST_CHECK	NO
3352	svchost.exe	0x5f1068	LOCALAPPDATA	C:\Windows\ServiceProfiles\LocalService\AppData\Local
3352	svchost.exe	0x5f1068	NUMBER_OF_PROCESSORS	1
3352	svchost.exe	0x5f1068	OS	Windows_NT
3352	svchost.exe	0x5f1068	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\
3352	svchost.exe	0x5f1068	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
3352	svchost.exe	0x5f1068	PROCESSOR_ARCHITECTURE	x86
3352	svchost.exe	0x5f1068	PROCESSOR_IDENTIFIER	x86 Family 6 Model 23 Stepping 6, GenuineIntel
3352	svchost.exe	0x5f1068	PROCESSOR_LEVEL	6
3352	svchost.exe	0x5f1068	PROCESSOR_REVISION	1706
3352	svchost.exe	0x5f1068	ProgramData	C:\ProgramData
3352	svchost.exe	0x5f1068	ProgramFiles	C:\Program Files
3352	svchost.exe	0x5f1068	PSModulePath	C:\Windows\system32\WindowsPowerShell\v1.0\Modules\
3352	svchost.exe	0x5f1068	PUBLIC	C:\Users\Public
3352	svchost.exe	0x5f1068	SystemDrive	C:
3352	svchost.exe	0x5f1068	SystemRoot	C:\Windows
3352	svchost.exe	0x5f1068	TEMP	C:\Windows\SERVIC~2\LOCALS~1\AppData\Local\Temp
3352	svchost.exe	0x5f1068	TMP	C:\Windows\SERVIC~2\LOCALS~1\AppData\Local\Temp
3352	svchost.exe	0x5f1068	USERDOMAIN	NT AUTHORITY
3352	svchost.exe	0x5f1068	USERNAME	LOCAL SERVICE
3352	svchost.exe	0x5f1068	USERPROFILE	C:\Windows\ServiceProfiles\LocalService
3352	svchost.exe	0x5f1068	windir	C:\Windows
3564	soffice.bin	0xc91108	ALLUSERSPROFILE	C:\ProgramData
3564	soffice.bin	0xc91108	APPDATA	C:\Users\John Doe\AppData\Roaming
3564	soffice.bin	0xc91108	CommonProgramFiles	C:\Program Files\Common Files
3564	soffice.bin	0xc91108	COMPUTERNAME	WIN-ETSA91RKCFP
3564	soffice.bin	0xc91108	ComSpec	C:\Windows\system32\cmd.exe
3564	soffice.bin	0xc91108	FP_NO_HOST_CHECK	NO
3564	soffice.bin	0xc91108	HOMEDRIVE	C:
3564	soffice.bin	0xc91108	HOMEPATH	\Users\John Doe
3564	soffice.bin	0xc91108	LOCALAPPDATA	C:\Users\John Doe\AppData\Local
3564	soffice.bin	0xc91108	LOGONSERVER	\\WIN-ETSA91RKCFP
3564	soffice.bin	0xc91108	NUMBER_OF_PROCESSORS	1
3564	soffice.bin	0xc91108	OS	Windows_NT
3564	soffice.bin	0xc91108	Path	C:\Program Files\LibreOffice 3.6\URE\bin;C:\Program Files\LibreOffice 3.6\;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Program Files\LibreOffice 3.6\program\..\program
3564	soffice.bin	0xc91108	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
3564	soffice.bin	0xc91108	PROCESSOR_ARCHITECTURE	x86
3564	soffice.bin	0xc91108	PROCESSOR_IDENTIFIER	x86 Family 6 Model 23 Stepping 6, GenuineIntel
3564	soffice.bin	0xc91108	PROCESSOR_LEVEL	6
3564	soffice.bin	0xc91108	PROCESSOR_REVISION	1706
3564	soffice.bin	0xc91108	ProgramData	C:\ProgramData
3564	soffice.bin	0xc91108	ProgramFiles	C:\Program Files
3564	soffice.bin	0xc91108	PSModulePath	C:\Windows\system32\WindowsPowerShell\v1.0\Modules\
3564	soffice.bin	0xc91108	PUBLIC	C:\Users\Public
3564	soffice.bin	0xc91108	PYTHONPATH	C:\Program Files\LibreOffice 3.6\program\python-core-2.6.1\lib;C:\Program Files\LibreOffice 3.6\program\python-core-2.6.1\lib\site-packages;C:\Program Files\LibreOffice 3.6\program;
3564	soffice.bin	0xc91108	SESSIONNAME	Console
3564	soffice.bin	0xc91108	SystemDrive	C:
3564	soffice.bin	0xc91108	SystemRoot	C:\Windows
3564	soffice.bin	0xc91108	TEMP	C:\Users\JOHNDO~1\AppData\Local\Temp
3564	soffice.bin	0xc91108	TMP	C:\Users\JOHNDO~1\AppData\Local\Temp
3564	soffice.bin	0xc91108	URE_BOOTSTRAP	file:///C:/Program%20Files/LibreOffice%203.6/program/fundamental.ini
3564	soffice.bin	0xc91108	USERDOMAIN	WIN-ETSA91RKCFP
3564	soffice.bin	0xc91108	USERNAME	John Doe
3564	soffice.bin	0xc91108	USERPROFILE	C:\Users\John Doe
3564	soffice.bin	0xc91108	windir	C:\Windows
3624	svchost.exe	0x5b0ff0	ALLUSERSPROFILE	C:\ProgramData
3624	svchost.exe	0x5b0ff0	APPDATA	C:\Windows\system32\config\systemprofile\AppData\Roaming
3624	svchost.exe	0x5b0ff0	CommonProgramFiles	C:\Program Files\Common Files
3624	svchost.exe	0x5b0ff0	COMPUTERNAME	WIN-ETSA91RKCFP
3624	svchost.exe	0x5b0ff0	ComSpec	C:\Windows\system32\cmd.exe
3624	svchost.exe	0x5b0ff0	FP_NO_HOST_CHECK	NO
3624	svchost.exe	0x5b0ff0	LOCALAPPDATA	C:\Windows\system32\config\systemprofile\AppData\Local
3624	svchost.exe	0x5b0ff0	MpConfig_ProductAppDataPath	C:\ProgramData\Microsoft\Windows Defender
3624	svchost.exe	0x5b0ff0	MpConfig_ProductCodeName	AntiSpyware
3624	svchost.exe	0x5b0ff0	MpConfig_ProductPath	c:\program files\windows defender
3624	svchost.exe	0x5b0ff0	MpConfig_ProductUserAppDataPath	C:\Windows\system32\config\systemprofile\AppData\Local\Microsoft\Windows Defender
3624	svchost.exe	0x5b0ff0	MpConfig_ReportingGUID	E52B42FE-26F5-4EE3-A547-DF822B54AB8A
3624	svchost.exe	0x5b0ff0	NUMBER_OF_PROCESSORS	1
3624	svchost.exe	0x5b0ff0	OS	Windows_NT
3624	svchost.exe	0x5b0ff0	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\
3624	svchost.exe	0x5b0ff0	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
3624	svchost.exe	0x5b0ff0	PROCESSOR_ARCHITECTURE	x86
3624	svchost.exe	0x5b0ff0	PROCESSOR_IDENTIFIER	x86 Family 6 Model 23 Stepping 6, GenuineIntel
3624	svchost.exe	0x5b0ff0	PROCESSOR_LEVEL	6
3624	svchost.exe	0x5b0ff0	PROCESSOR_REVISION	1706
3624	svchost.exe	0x5b0ff0	ProgramData	C:\ProgramData
3624	svchost.exe	0x5b0ff0	ProgramFiles	C:\Program Files
3624	svchost.exe	0x5b0ff0	PSModulePath	C:\Windows\system32\WindowsPowerShell\v1.0\Modules\
3624	svchost.exe	0x5b0ff0	PUBLIC	C:\Users\Public
3624	svchost.exe	0x5b0ff0	SystemDrive	C:
3624	svchost.exe	0x5b0ff0	SystemRoot	C:\Windows
3624	svchost.exe	0x5b0ff0	TEMP	C:\Windows\TEMP
3624	svchost.exe	0x5b0ff0	TMP	C:\Windows\TEMP
3624	svchost.exe	0x5b0ff0	USERDOMAIN	WORKGROUP
3624	svchost.exe	0x5b0ff0	USERNAME	WIN-ETSA91RKCFP$
3624	svchost.exe	0x5b0ff0	USERPROFILE	C:\Windows\system32\config\systemprofile
3624	svchost.exe	0x5b0ff0	windir	C:\Windows
1232	taskmgr.exe	0x1c1070	ALLUSERSPROFILE	C:\ProgramData
1232	taskmgr.exe	0x1c1070	APPDATA	C:\Users\John Doe\AppData\Roaming
1232	taskmgr.exe	0x1c1070	CommonProgramFiles	C:\Program Files\Common Files
1232	taskmgr.exe	0x1c1070	COMPUTERNAME	WIN-ETSA91RKCFP
1232	taskmgr.exe	0x1c1070	ComSpec	C:\Windows\system32\cmd.exe
1232	taskmgr.exe	0x1c1070	FP_NO_HOST_CHECK	NO
1232	taskmgr.exe	0x1c1070	HOMEDRIVE	C:
1232	taskmgr.exe	0x1c1070	HOMEPATH	\Users\John Doe
1232	taskmgr.exe	0x1c1070	LOCALAPPDATA	C:\Users\John Doe\AppData\Local
1232	taskmgr.exe	0x1c1070	LOGONSERVER	\\WIN-ETSA91RKCFP
1232	taskmgr.exe	0x1c1070	NUMBER_OF_PROCESSORS	1
1232	taskmgr.exe	0x1c1070	OS	Windows_NT
1232	taskmgr.exe	0x1c1070	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\
1232	taskmgr.exe	0x1c1070	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
1232	taskmgr.exe	0x1c1070	PROCESSOR_ARCHITECTURE	x86
1232	taskmgr.exe	0x1c1070	PROCESSOR_IDENTIFIER	x86 Family 6 Model 23 Stepping 6, GenuineIntel
1232	taskmgr.exe	0x1c1070	PROCESSOR_LEVEL	6
1232	taskmgr.exe	0x1c1070	PROCESSOR_REVISION	1706
1232	taskmgr.exe	0x1c1070	ProgramData	C:\ProgramData
1232	taskmgr.exe	0x1c1070	ProgramFiles	C:\Program Files
1232	taskmgr.exe	0x1c1070	PSModulePath	C:\Windows\system32\WindowsPowerShell\v1.0\Modules\
1232	taskmgr.exe	0x1c1070	PUBLIC	C:\Users\Public
1232	taskmgr.exe	0x1c1070	SESSIONNAME	Console
1232	taskmgr.exe	0x1c1070	SystemDrive	C:
1232	taskmgr.exe	0x1c1070	SystemRoot	C:\Windows
1232	taskmgr.exe	0x1c1070	TEMP	C:\Users\JOHNDO~1\AppData\Local\Temp
1232	taskmgr.exe	0x1c1070	TMP	C:\Users\JOHNDO~1\AppData\Local\Temp
1232	taskmgr.exe	0x1c1070	USERDOMAIN	WIN-ETSA91RKCFP
1232	taskmgr.exe	0x1c1070	USERNAME	John Doe
1232	taskmgr.exe	0x1c1070	USERPROFILE	C:\Users\John Doe
1232	taskmgr.exe	0x1c1070	windir	C:\Windows
3152	cmd.exe	0x441038	ALLUSERSPROFILE	C:\ProgramData
3152	cmd.exe	0x441038	APPDATA	C:\Users\John Doe\AppData\Roaming
3152	cmd.exe	0x441038	CommonProgramFiles	C:\Program Files\Common Files
3152	cmd.exe	0x441038	COMPUTERNAME	WIN-ETSA91RKCFP
3152	cmd.exe	0x441038	ComSpec	C:\Windows\system32\cmd.exe
3152	cmd.exe	0x441038	FP_NO_HOST_CHECK	NO
3152	cmd.exe	0x441038	HOMEDRIVE	C:
3152	cmd.exe	0x441038	HOMEPATH	\Users\John Doe
3152	cmd.exe	0x441038	LOCALAPPDATA	C:\Users\John Doe\AppData\Local
3152	cmd.exe	0x441038	LOGONSERVER	\\WIN-ETSA91RKCFP
3152	cmd.exe	0x441038	NUMBER_OF_PROCESSORS	1
3152	cmd.exe	0x441038	OS	Windows_NT
3152	cmd.exe	0x441038	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\
3152	cmd.exe	0x441038	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
3152	cmd.exe	0x441038	PROCESSOR_ARCHITECTURE	x86
3152	cmd.exe	0x441038	PROCESSOR_IDENTIFIER	x86 Family 6 Model 23 Stepping 6, GenuineIntel
3152	cmd.exe	0x441038	PROCESSOR_LEVEL	6
3152	cmd.exe	0x441038	PROCESSOR_REVISION	1706
3152	cmd.exe	0x441038	ProgramData	C:\ProgramData
3152	cmd.exe	0x441038	ProgramFiles	C:\Program Files
3152	cmd.exe	0x441038	PROMPT	$P$G
3152	cmd.exe	0x441038	PSModulePath	C:\Windows\system32\WindowsPowerShell\v1.0\Modules\
3152	cmd.exe	0x441038	PUBLIC	C:\Users\Public
3152	cmd.exe	0x441038	SystemDrive	C:
3152	cmd.exe	0x441038	SystemRoot	C:\Windows
3152	cmd.exe	0x441038	TEMP	C:\Users\JOHNDO~1\AppData\Local\Temp
3152	cmd.exe	0x441038	TMP	C:\Users\JOHNDO~1\AppData\Local\Temp
3152	cmd.exe	0x441038	USERDOMAIN	WIN-ETSA91RKCFP
3152	cmd.exe	0x441038	USERNAME	John Doe
3152	cmd.exe	0x441038	USERPROFILE	C:\Users\John Doe
3152	cmd.exe	0x441038	windir	C:\Windows
3228	conhost.exe	0x2d0cc0	濢濢濢鋈	濢濢濢鋈濢
3228	conhost.exe	0x2d0cc0	꺘濫	꺘濫
3228	conhost.exe	0x2d0cc0	￿	￿￿
3228	conhost.exe	0x2d0cc0		濢
3228	conhost.exe	0x2d0cc0	껠濫	껠濫濢
3228	conhost.exe	0x2d0cc0	濢濢濢濢鋈	濢濢濢濢鋈濢
3228	conhost.exe	0x2d0cc0	껠濫	껠濫
3228	conhost.exe	0x2d0cc0	￿	￿￿
3228	conhost.exe	0x2d0cc0		濢
3228	conhost.exe	0x2d0cc0	酀濫	酀濫濢
3228	conhost.exe	0x2d0cc0	濢濢頌濢鍸	濢濢頌濢鍸濢
3228	conhost.exe	0x2d0cc0	酀濫	酀濫
3228	conhost.exe	0x2d0cc0	￿	￿￿
3228	conhost.exe	0x2d0cc0		濢
3228	conhost.exe	0x2d0cc0	꽀濫	꽀濫濢
3228	conhost.exe	0x2d0cc0	濢濢錐	濢濢錐濢
3228	conhost.exe	0x2d0cc0	꽀濫	꽀濫
3228	conhost.exe	0x2d0cc0	￿	￿￿
3228	conhost.exe	0x2d0cc0		濢
3228	conhost.exe	0x2d0cc0	꽬濫	꽬濫濢
3228	conhost.exe	0x2d0cc0	濢濢濢錐	濢濢濢錐濢
3228	conhost.exe	0x2d0cc0	꽬濫	꽬濫
3228	conhost.exe	0x2d0cc0	￿	￿￿
3228	conhost.exe	0x2d0cc0		濢
3228	conhost.exe	0x2d0cc0	꾜濫	꾜濫濢
3228	conhost.exe	0x2d0cc0	濢濢濢錐	濢濢濢錐濢
3228	conhost.exe	0x2d0cc0	꾜濫	꾜濫
3228	conhost.exe	0x2d0cc0	￿	￿￿
3228	conhost.exe	0x2d0cc0		濢
3228	conhost.exe	0x2d0cc0	꿐濫	꿐濫濢
3228	conhost.exe	0x2d0cc0	濢濢濢錐	濢濢濢錐濢
3228	conhost.exe	0x2d0cc0	꿐濫	꿐濫
3228	conhost.exe	0x2d0cc0	￿	￿￿
3228	conhost.exe	0x2d0cc0		濢
3228	conhost.exe	0x2d0cc0	뀈濫	뀈濫濢
3228	conhost.exe	0x2d0cc0	濢濢濢錐	濢濢濢錐濢
3228	conhost.exe	0x2d0cc0	뀈濫	뀈濫
3228	conhost.exe	0x2d0cc0	￿	￿￿
3228	conhost.exe	0x2d0cc0		濢
3228	conhost.exe	0x2d0cc0	뀼濫	뀼濫濢
3228	conhost.exe	0x2d0cc0	濢濢濢錐	濢濢濢錐濢
3228	conhost.exe	0x2d0cc0	뀼濫	뀼濫
3228	conhost.exe	0x2d0cc0	￿	￿￿
3228	conhost.exe	0x2d0cc0		濢
1616	cmd.exe	0x3110b8	ALLUSERSPROFILE	C:\ProgramData
1616	cmd.exe	0x3110b8	APPDATA	C:\Users\John Doe\AppData\Roaming
1616	cmd.exe	0x3110b8	CommonProgramFiles	C:\Program Files\Common Files
1616	cmd.exe	0x3110b8	COMPUTERNAME	WIN-ETSA91RKCFP
1616	cmd.exe	0x3110b8	ComSpec	C:\Windows\system32\cmd.exe
1616	cmd.exe	0x3110b8	FP_NO_HOST_CHECK	NO
1616	cmd.exe	0x3110b8	HOMEDRIVE	C:
1616	cmd.exe	0x3110b8	HOMEPATH	\Users\John Doe
1616	cmd.exe	0x3110b8	LOCALAPPDATA	C:\Users\John Doe\AppData\Local
1616	cmd.exe	0x3110b8	LOGONSERVER	\\WIN-ETSA91RKCFP
1616	cmd.exe	0x3110b8	NUMBER_OF_PROCESSORS	1
1616	cmd.exe	0x3110b8	OS	Windows_NT
1616	cmd.exe	0x3110b8	Path	C:\Program Files\Internet Explorer;;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\
1616	cmd.exe	0x3110b8	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
1616	cmd.exe	0x3110b8	PROCESSOR_ARCHITECTURE	x86
1616	cmd.exe	0x3110b8	PROCESSOR_IDENTIFIER	x86 Family 6 Model 23 Stepping 6, GenuineIntel
1616	cmd.exe	0x3110b8	PROCESSOR_LEVEL	6
1616	cmd.exe	0x3110b8	PROCESSOR_REVISION	1706
1616	cmd.exe	0x3110b8	ProgramData	C:\ProgramData
1616	cmd.exe	0x3110b8	ProgramFiles	C:\Program Files
1616	cmd.exe	0x3110b8	PROMPT	$P$G
1616	cmd.exe	0x3110b8	PSModulePath	C:\Windows\system32\WindowsPowerShell\v1.0\Modules\
1616	cmd.exe	0x3110b8	PUBLIC	C:\Users\Public
1616	cmd.exe	0x3110b8	SESSIONNAME	Console
1616	cmd.exe	0x3110b8	SystemDrive	C:
1616	cmd.exe	0x3110b8	SystemRoot	C:\Windows
1616	cmd.exe	0x3110b8	TEMP	C:\Users\JOHNDO~1\AppData\Local\Temp
1616	cmd.exe	0x3110b8	TMP	C:\Users\JOHNDO~1\AppData\Local\Temp
1616	cmd.exe	0x3110b8	USERDOMAIN	WIN-ETSA91RKCFP
1616	cmd.exe	0x3110b8	USERNAME	John Doe
1616	cmd.exe	0x3110b8	USERPROFILE	C:\Users\John Doe
1616	cmd.exe	0x3110b8	windir	C:\Windows
1616	cmd.exe	0x3110b8	ndow	ndows
2168	conhost.exe	0x400cc0	CommonProgramFiles	C:\Program Files\Common Files
2168	conhost.exe	0x400cc0	ComSpec	C:\Windows\system32\cmd.exe
2168	conhost.exe	0x400cc0	FP_NO_HOST_CHECK	NO
2168	conhost.exe	0x400cc0	NUMBER_OF_PROCESSORS	1
2168	conhost.exe	0x400cc0	OS	Windows_NT
2168	conhost.exe	0x400cc0	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\
2168	conhost.exe	0x400cc0	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
2168	conhost.exe	0x400cc0	PROCESSOR_ARCHITECTURE	x86
2168	conhost.exe	0x400cc0	PROCESSOR_IDENTIFIER	x86 Family 6 Model 23 Stepping 6, GenuineIntel
2168	conhost.exe	0x400cc0	PROCESSOR_LEVEL	6
2168	conhost.exe	0x400cc0	PROCESSOR_REVISION	1706
2168	conhost.exe	0x400cc0	ProgramFiles	C:\Program Files
2168	conhost.exe	0x400cc0	PSModulePath	C:\Windows\system32\WindowsPowerShell\v1.0\Modules\
2168	conhost.exe	0x400cc0	SystemDrive	C:
2168	conhost.exe	0x400cc0	SystemRoot	C:\Windows
2168	conhost.exe	0x400cc0	TEMP	C:\Windows\TEMP
2168	conhost.exe	0x400cc0	TMP	C:\Windows\TEMP
2168	conhost.exe	0x400cc0	USERNAME	SYSTEM
2168	conhost.exe	0x400cc0	windir	C:\Windows
1136	iexplore.exe	0x3c10b8	ALLUSERSPROFILE	C:\ProgramData
1136	iexplore.exe	0x3c10b8	APPDATA	C:\Users\John Doe\AppData\Roaming
1136	iexplore.exe	0x3c10b8	CommonProgramFiles	C:\Program Files\Common Files
1136	iexplore.exe	0x3c10b8	COMPUTERNAME	WIN-ETSA91RKCFP
1136	iexplore.exe	0x3c10b8	ComSpec	C:\Windows\system32\cmd.exe
1136	iexplore.exe	0x3c10b8	FP_NO_HOST_CHECK	NO
1136	iexplore.exe	0x3c10b8	HOMEDRIVE	C:
1136	iexplore.exe	0x3c10b8	HOMEPATH	\Users\John Doe
1136	iexplore.exe	0x3c10b8	LOCALAPPDATA	C:\Users\John Doe\AppData\Local
1136	iexplore.exe	0x3c10b8	LOGONSERVER	\\WIN-ETSA91RKCFP
1136	iexplore.exe	0x3c10b8	NUMBER_OF_PROCESSORS	1
1136	iexplore.exe	0x3c10b8	OS	Windows_NT
1136	iexplore.exe	0x3c10b8	Path	C:\Program Files\Internet Explorer;;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\
1136	iexplore.exe	0x3c10b8	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
1136	iexplore.exe	0x3c10b8	PROCESSOR_ARCHITECTURE	x86
1136	iexplore.exe	0x3c10b8	PROCESSOR_IDENTIFIER	x86 Family 6 Model 23 Stepping 6, GenuineIntel
1136	iexplore.exe	0x3c10b8	PROCESSOR_LEVEL	6
1136	iexplore.exe	0x3c10b8	PROCESSOR_REVISION	1706
1136	iexplore.exe	0x3c10b8	ProgramData	C:\ProgramData
1136	iexplore.exe	0x3c10b8	ProgramFiles	C:\Program Files
1136	iexplore.exe	0x3c10b8	PSModulePath	C:\Windows\system32\WindowsPowerShell\v1.0\Modules\
1136	iexplore.exe	0x3c10b8	PUBLIC	C:\Users\Public
1136	iexplore.exe	0x3c10b8	SESSIONNAME	Console
1136	iexplore.exe	0x3c10b8	SystemDrive	C:
1136	iexplore.exe	0x3c10b8	SystemRoot	C:\Windows
1136	iexplore.exe	0x3c10b8	TEMP	C:\Users\JOHNDO~1\AppData\Local\Temp
1136	iexplore.exe	0x3c10b8	TMP	C:\Users\JOHNDO~1\AppData\Local\Temp
1136	iexplore.exe	0x3c10b8	USERDOMAIN	WIN-ETSA91RKCFP
1136	iexplore.exe	0x3c10b8	USERNAME	John Doe
1136	iexplore.exe	0x3c10b8	USERPROFILE	C:\Users\John Doe
